emp_no,first_name,last_name,gender,hire_date,salary,title,from_date,to_date
431465,Kristinn,Mahmud,M,1986-10-24,79537,Senior Staff,1994-10-24,9999-01-01
478052,Kristinn,Matzel,M,1988-01-28,67308,Engineer,1999-07-31,9999-01-01
259660,Kristinn,Melter,M,1986-07-17,73666,Senior Staff,1992-07-16,9999-01-01
298480,Kristinn,Perez,F,1985-12-14,70261,Engineer,1995-07-10,9999-01-01
221801,Kristinn,Rahimi,F,1985-08-12,56232,Senior Engineer,1997-08-11,9999-01-01
282501,Kristinn,Rande,M,1986-11-29,81862,Senior Staff,1986-11-29,9999-01-01
264935,Kristinn,Rissland,M,1985-04-04,42087,Senior Staff,1985-04-04,9999-01-01
486735,Kristinn,Rotem,M,1988-08-28,108053,Senior Staff,1994-07-13,9999-01-01
287437,Kristinn,Salinas,F,1986-02-19,40000,Senior Engineer,1999-10-14,9999-01-01
57716,Kristinn,Schmiedel,F,1985-12-12,48622,Senior Engineer,1994-12-12,9999-01-01
417944,Kristinn,Serra,M,1987-09-03,51555,Senior Engineer,1992-09-02,9999-01-01
86269,Kristinn,Swift,M,1986-12-08,64732,Senior Staff,1996-04-25,9999-01-01
490226,Kristinn,Syang,M,1985-05-02,63930,Senior Staff,1992-05-11,9999-01-01
408752,Kristinn,Teitelbaum,M,1988-09-29,61148,Senior Engineer,1988-09-29,9999-01-01
239139,Kristinn,Varman,F,1986-01-13,97856,Senior Staff,2000-12-16,9999-01-01
208659,Kristinn,Ventosa,F,1985-07-21,40000,Senior Engineer,1985-07-21,9999-01-01
276705,Kristinn,Walston,F,1986-12-26,48147,Senior Engineer,1993-12-26,9999-01-01
78102,Kristinn,Welham,F,1985-08-18,40000,Senior Staff,1997-12-15,9999-01-01
41247,Kristinn,Zhiwei,F,1985-04-12,47654,Senior Staff,1997-07-18,9999-01-01
284965,Kristof,Camurati,F,1988-09-24,52131,Senior Engineer,1995-09-25,9999-01-01
201178,Kristof,Conta,M,1988-11-21,60543,Senior Staff,1993-11-21,9999-01-01
231116,Kristof,Danecki,M,1985-11-10,45497,Senior Engineer,1985-11-10,9999-01-01
207448,Kristof,Dredge,M,1986-08-21,72983,Senior Staff,1993-08-21,9999-01-01
43487,Kristof,Ducloy,M,1987-04-24,55035,Senior Staff,2000-06-03,9999-01-01
476423,Kristof,Iisaka,M,1986-11-20,40000,Senior Engineer,1995-09-23,9999-01-01
268361,Kristof,Kruskal,F,1988-03-13,70267,Senior Staff,1990-12-12,9999-01-01
22923,Kristof,Laventhal,F,1988-11-06,43991,Senior Engineer,1993-11-06,9999-01-01
246571,Kristof,Leuchs,F,1987-08-25,54869,Senior Staff,1992-08-24,9999-01-01
106212,Kristof,Pluym,F,1986-09-01,51759,Senior Engineer,1999-09-29,9999-01-01
30092,Kristof,Pusterhofer,M,1988-12-04,73013,Senior Engineer,2002-01-23,9999-01-01
448014,Kristof,Selenyi,F,1987-10-15,51255,Engineer,1998-10-12,9999-01-01
467629,Kristof,Solares,M,1987-04-29,52829,Senior Staff,2000-06-18,9999-01-01
414129,Kristof,Speer,F,1988-12-14,40000,Senior Staff,1996-12-14,9999-01-01
96304,Kristof,Stassinopoulos,M,1987-08-31,40227,Senior Staff,1996-10-19,9999-01-01
94898,Kristof,Vandervoorde,F,1988-10-18,40849,Senior Engineer,2000-09-23,9999-01-01
295774,Kshitij,Apsitis,M,1987-08-29,40000,Senior Engineer,1987-08-29,9999-01-01
283059,Kshitij,Bade,F,1985-02-24,40000,Senior Engineer,1991-02-24,9999-01-01
462510,Kshitij,Barvinok,M,1988-02-08,40000,Senior Engineer,2002-03-25,9999-01-01
243141,Kshitij,Birnbaum,M,1986-04-02,40000,Senior Engineer,1991-04-02,9999-01-01
31089,Kshitij,Cannane,M,1985-06-13,40000,Senior Staff,1985-06-13,9999-01-01
223152,Kshitij,Conry,M,1988-09-30,46174,Engineer,1996-10-17,9999-01-01
65358,Kshitij,Cooley,M,1988-12-01,40000,Assistant Engineer,1998-11-10,9999-01-01
52291,Kshitij,Erva,M,1988-09-21,71789,Staff,1997-06-30,9999-01-01
234591,Kshitij,Hemaspaandra,F,1985-04-03,40000,Senior Engineer,1997-12-11,9999-01-01
76425,Kshitij,Hockney,M,1985-11-27,40000,Senior Engineer,1996-11-20,9999-01-01
436062,Kshitij,Ibel,M,1986-08-02,68800,Senior Staff,1994-08-02,9999-01-01
234334,Kshitij,Kornatzky,M,1988-08-31,72192,Senior Staff,2000-05-26,9999-01-01
62733,Kshitij,Kusakari,M,1985-12-15,52443,Senior Staff,1994-12-15,9999-01-01
268633,Kshitij,Litecky,M,1986-03-23,74513,Technique Leader,1986-03-23,9999-01-01
18799,Kshitij,Lunn,M,1986-07-14,42095,Senior Staff,1992-07-13,9999-01-01
432861,Kshitij,Morris,F,1988-09-06,40172,Senior Engineer,1996-09-06,9999-01-01
87144,Kshitij,Naudin,M,1987-04-06,68856,Engineer,1996-09-03,9999-01-01
254245,Kshitij,Puppo,M,1987-11-06,52777,Senior Engineer,1994-11-06,9999-01-01
29465,Kshitij,Ramsay,M,1985-02-11,82584,Senior Staff,1994-09-17,9999-01-01
490010,Kshitij,Ranft,F,1986-10-24,53823,Engineer,1999-11-23,9999-01-01
438288,Kshitij,Riesenhuber,F,1985-09-18,40000,Engineer,1997-01-01,9999-01-01
451488,Kshitij,Shackel,M,1985-06-15,40000,Senior Engineer,1996-09-19,9999-01-01
35558,Kshitij,Staudhammer,M,1986-12-22,62866,Senior Staff,2002-06-17,9999-01-01
28359,Kshitij,Stellhorn,M,1985-03-22,50744,Senior Staff,1992-04-23,9999-01-01
80171,Kshitij,Zykh,M,1985-10-08,40000,Technique Leader,1985-10-08,9999-01-01
483416,Kwan,Aamodt,F,1985-08-09,40000,Technique Leader,1985-08-09,9999-01-01
78153,Kwan,Akiyama,M,1986-06-21,40000,Senior Engineer,2000-09-20,9999-01-01
252272,Kwan,Alvarado,F,1987-02-12,65282,Senior Engineer,1995-02-12,9999-01-01
405204,Kwan,Bade,M,1986-04-05,40000,Engineer,1997-09-05,9999-01-01
81896,Kwan,Bashian,F,1988-05-04,40000,Senior Engineer,1996-11-10,9999-01-01
481992,Kwan,Bednarek,M,1988-07-11,57800,Senior Engineer,1997-07-11,9999-01-01
92683,Kwan,Bouloucos,M,1986-03-12,40000,Senior Engineer,1996-11-19,9999-01-01
21660,Kwan,Casperson,M,1985-04-11,40000,Senior Engineer,1998-06-10,9999-01-01
480051,Kwan,Erol,M,1985-11-11,45498,Senior Engineer,1985-11-11,9999-01-01
27272,Kwan,Genin,M,1987-12-15,83908,Staff,1997-11-19,9999-01-01
43887,Kwan,Giveon,F,1988-03-15,40000,Senior Staff,1999-03-11,9999-01-01
249411,Kwan,Gulik,F,1986-03-27,84575,Senior Staff,1994-03-27,9999-01-01
451751,Kwan,Hasham,F,1986-04-01,75400,Staff,1999-12-07,9999-01-01
443942,Kwan,Heystek,M,1986-12-18,59026,Senior Staff,1998-03-11,9999-01-01
239096,Kwan,Highland,M,1986-12-08,40467,Senior Engineer,1991-12-08,9999-01-01
296733,Kwan,Hofstetter,M,1987-05-23,50583,Senior Engineer,1997-11-11,9999-01-01
38720,Kwan,Khalil,F,1988-06-29,59877,Senior Engineer,1996-06-29,9999-01-01
294717,Kwan,Luon,F,1988-07-08,65407,Senior Engineer,1995-07-09,9999-01-01
243810,Kwan,Merel,F,1985-08-25,40000,Technique Leader,1985-08-25,9999-01-01
449386,Kwan,Montemayor,F,1985-03-08,77775,Senior Staff,1991-03-08,9999-01-01
292943,Kwan,Nannarelli,M,1988-08-27,68964,Senior Engineer,1996-08-27,9999-01-01
28161,Kwan,Nicolson,F,1987-06-05,86867,Senior Staff,1996-06-04,9999-01-01
479878,Kwan,Orlowska,M,1986-09-21,40000,Engineer,1998-09-20,9999-01-01
19546,Kwan,Penz,M,1987-07-21,40000,Engineer,1997-11-16,9999-01-01
205597,Kwan,Schonegge,M,1985-02-08,40000,Senior Engineer,1990-02-08,9999-01-01
272781,Kwan,Shinomoto,F,1985-10-24,62003,Senior Engineer,1991-10-24,9999-01-01
267220,Kwan,Sluis,M,1986-10-05,47919,Senior Engineer,1993-10-05,9999-01-01
483841,Kwan,Swift,F,1986-06-21,52327,Senior Staff,1994-06-21,9999-01-01
463286,Kwangho,Avouris,F,1986-08-19,50215,Senior Staff,1999-06-27,9999-01-01
460913,Kwangho,Baer,M,1986-12-28,46805,Technique Leader,1986-12-28,9999-01-01
52130,Kwangho,Besselaar,F,1987-06-09,49600,Engineer,2001-12-11,9999-01-01
473715,Kwangho,Bultermann,M,1986-06-16,63851,Senior Staff,2000-11-29,9999-01-01
87293,Kwangho,Champarnaud,M,1987-06-20,56944,Senior Staff,1993-06-19,9999-01-01
242585,Kwangho,Cyre,F,1987-09-29,40000,Senior Engineer,1994-09-29,9999-01-01
65611,Kwangho,Danecki,M,1987-10-22,50031,Senior Engineer,1997-05-02,9999-01-01
492883,Kwangho,Fontet,F,1988-10-24,47650,Engineer,1999-05-21,9999-01-01
401091,Kwangho,Gecsei,F,1987-03-22,40000,Senior Engineer,1995-03-22,9999-01-01
420916,Kwangho,Gischer,M,1986-04-23,40000,Senior Engineer,1998-01-29,9999-01-01
212243,Kwangho,Guenter,M,1987-11-20,50515,Senior Engineer,1996-11-19,9999-01-01
477842,Kwangho,Journel,F,1987-12-22,40000,Senior Engineer,1989-09-12,9999-01-01
283972,Kwangho,Kenevan,M,1985-03-08,40000,Senior Engineer,1992-03-08,9999-01-01
478458,Kwangho,Koblitz,F,1988-10-24,47327,Senior Engineer,1994-10-24,9999-01-01
439059,Kwangho,Lovengreen,F,1985-09-15,64335,Senior Staff,1994-09-15,9999-01-01
276413,Kwangho,Mellouli,M,1988-05-11,47685,Senior Staff,1994-09-15,9999-01-01
205944,Kwangho,Nitsch,M,1986-02-18,40000,Engineer,1999-12-07,9999-01-01
271384,Kwangho,Peron,M,1986-09-30,40000,Senior Staff,2001-12-26,9999-01-01
214364,Kwangho,Siksek,M,1985-11-10,61151,Staff,1997-07-07,9999-01-01
25644,Kwangho,Straney,M,1985-12-13,58794,Senior Staff,1993-12-13,9999-01-01
235957,Kwangho,Ulupinar,M,1987-03-21,57563,Senior Staff,1987-03-21,9999-01-01
41939,Kwangho,Usery,M,1985-07-28,52241,Senior Staff,1991-07-28,9999-01-01
418986,Kwangho,Warwick,M,1986-01-10,40000,Engineer,1996-05-07,9999-01-01
89112,Kwangho,Zeidenstein,M,1985-03-06,40942,Senior Engineer,1993-03-06,9999-01-01
59984,Kwangjo,Angiulli,F,1986-09-20,45176,Senior Staff,1994-11-07,9999-01-01
44539,Kwangjo,Buchter,M,1985-09-12,78872,Senior Staff,1994-09-12,9999-01-01
475947,Kwangjo,Chimia,F,1988-09-11,44202,Engineer,1997-09-11,9999-01-01
291597,Kwangjo,Chinin,M,1986-11-05,40000,Senior Engineer,1993-11-05,9999-01-01
245313,Kwangjo,Crouzet,F,1986-01-16,68096,Senior Engineer,1986-01-16,9999-01-01
206599,Kwangjo,Demir,F,1986-08-29,40000,Technique Leader,1996-12-10,9999-01-01
36205,Kwangjo,Falco,M,1987-03-04,74921,Staff,1999-07-01,9999-01-01
229385,Kwangjo,Guardalben,M,1988-12-18,48515,Staff,1995-01-17,9999-01-01
466867,Kwangjo,Klerer,F,1988-04-04,68241,Assistant Engineer,1997-01-25,9999-01-01
283153,Kwangjo,Klyachko,M,1985-06-01,40000,Senior Staff,1990-06-01,9999-01-01
280827,Kwangjo,Krybus,M,1988-01-31,61607,Senior Staff,1996-08-16,9999-01-01
206296,Kwangjo,Landherr,M,1988-11-19,43632,Senior Staff,1996-11-19,9999-01-01
72497,Kwangjo,McAlpine,F,1988-05-14,40000,Senior Engineer,1994-05-14,9999-01-01
40512,Kwangjo,Melton,F,1986-06-15,65684,Senior Staff,1998-12-12,9999-01-01
271991,Kwangjo,Michaels,F,1988-09-11,54170,Engineer,1999-04-08,9999-01-01
251004,Kwangjo,Nastansky,F,1986-01-08,53110,Senior Engineer,1995-08-04,9999-01-01
67660,Kwangjo,Pena,M,1987-05-04,85785,Senior Staff,1994-08-29,9999-01-01
23642,Kwangjo,Pusterhofer,M,1988-04-15,48854,Engineer,1995-05-30,9999-01-01
477485,Kwangjo,Schnelling,M,1986-04-29,69886,Senior Engineer,1994-04-21,9999-01-01
220897,Kwangjo,Serot,F,1985-06-20,64886,Technique Leader,1985-06-20,9999-01-01
68538,Kwangjo,Velasco,M,1987-04-12,78262,Senior Staff,2000-11-21,9999-01-01
103717,Kwangjo,Zhang,F,1988-04-26,40000,Staff,1999-04-17,9999-01-01
37075,Kwangjo,Zockler,F,1986-05-12,41657,Senior Engineer,1994-05-12,9999-01-01
448524,Kwangsub,Akazan,F,1987-02-28,51608,Engineer,1997-03-10,9999-01-01
267124,Kwangsub,Bauknecht,F,1986-09-03,42867,Staff,1999-12-26,9999-01-01
415944,Kwangsub,Cairo,F,1988-06-10,66490,Senior Staff,1988-08-21,9999-01-01
71541,Kwangsub,Chartres,F,1985-04-02,70697,Senior Staff,1991-12-31,9999-01-01
86157,Kwangsub,Demizu,M,1988-05-11,40000,Engineer,1996-05-11,9999-01-01
25603,Kwangsub,Desikan,F,1985-09-10,62162,Senior Staff,1994-09-10,9999-01-01
435880,Kwangsub,Giarratana,M,1987-06-16,40000,Senior Engineer,1998-11-11,9999-01-01
11338,Kwangsub,Hanratty,M,1987-04-14,82210,Senior Staff,1998-10-28,9999-01-01
419297,Kwangsub,Harnett,M,1988-07-26,54101,Senior Staff,1997-01-10,9999-01-01
60442,Kwangsub,Hellwagner,M,1985-11-08,40000,Senior Engineer,1994-11-08,9999-01-01
462857,Kwangsub,Hoogerwoord,M,1987-10-31,82185,Senior Staff,2000-11-21,9999-01-01
488882,Kwangsub,Khalil,M,1986-05-26,48769,Senior Engineer,1993-05-26,9999-01-01
29573,Kwangsub,Linnainmaa,F,1985-10-14,84246,Senior Staff,2000-07-11,9999-01-01
433799,Kwangsub,Luga,M,1986-03-11,40000,Senior Engineer,1997-10-02,9999-01-01
210478,Kwangsub,Mitina,F,1986-04-09,71168,Senior Engineer,1991-04-09,9999-01-01
272230,Kwangsub,Peternell,F,1987-11-06,40000,Senior Engineer,1995-11-06,9999-01-01
255220,Kwangsub,Renear,M,1985-03-16,40000,Senior Staff,1990-03-16,9999-01-01
469137,Kwangsub,Rikino,F,1988-08-19,58601,Senior Engineer,1995-08-20,9999-01-01
264636,Kwangsub,Stassinopoulos,F,1987-05-06,50476,Senior Staff,1993-05-05,9999-01-01
257953,Kwangyoen,Alencar,M,1986-07-29,76071,Senior Staff,1999-07-19,9999-01-01
292753,Kwangyoen,Andreotta,F,1988-03-21,53855,Senior Engineer,1996-03-21,9999-01-01
488180,Kwangyoen,Arlazarov,M,1985-02-18,41690,Senior Engineer,1995-02-18,9999-01-01
246295,Kwangyoen,Asmuth,F,1985-09-08,52741,Senior Engineer,2000-09-14,9999-01-01
109114,Kwangyoen,Azevdeo,M,1986-10-16,50256,Engineer,2001-12-08,9999-01-01
473911,Kwangyoen,Coorg,M,1987-10-29,48857,Technique Leader,1987-10-29,9999-01-01
37910,Kwangyoen,Danley,M,1987-05-26,66572,Engineer,1999-10-01,9999-01-01
82252,Kwangyoen,Edelhoff,M,1988-01-20,66961,Senior Engineer,2000-10-31,9999-01-01
103467,Kwangyoen,Glinert,F,1985-08-21,69893,Senior Staff,1998-01-11,9999-01-01
471545,Kwangyoen,Guting,M,1987-06-11,40000,Technique Leader,1999-12-20,9999-01-01
96157,Kwangyoen,Haldar,F,1985-10-14,40000,Senior Staff,1990-10-14,9999-01-01
287585,Kwangyoen,Heinisuo,F,1988-08-17,67297,Senior Engineer,1993-08-17,9999-01-01
94625,Kwangyoen,Kalorkoti,M,1987-11-14,46820,Senior Engineer,2001-11-14,9999-01-01
43948,Kwangyoen,Kroha,M,1987-06-12,50318,Senior Staff,1996-06-11,9999-01-01
451287,Kwangyoen,Lally,M,1988-05-16,57228,Senior Engineer,1988-05-16,9999-01-01
19720,Kwangyoen,Maksimenko,M,1987-01-13,40000,Senior Engineer,1995-01-13,9999-01-01
446189,Kwangyoen,Muhlberg,F,1988-05-07,40000,Senior Staff,1996-05-07,9999-01-01
276831,Kwangyoen,Olivero,M,1986-02-26,50763,Senior Engineer,1993-02-26,9999-01-01
272162,Kwangyoen,Ouhyoung,M,1988-06-22,40000,Staff,1996-04-23,9999-01-01
294514,Kwangyoen,Scharstein,M,1986-02-20,60296,Staff,1997-11-22,9999-01-01
474883,Kwangyoen,Stasinski,F,1985-09-12,40000,Senior Engineer,1991-09-12,9999-01-01
424099,Kwangyoen,Strandh,M,1988-05-05,58275,Senior Staff,1988-05-05,9999-01-01
413668,Kwangyoen,Vuskovic,F,1986-06-28,67453,Senior Staff,1993-11-29,9999-01-01
421304,Kwee,Acton,F,1986-07-03,46489,Senior Engineer,2000-12-10,9999-01-01
75370,Kwee,Alameldin,F,1987-11-20,71492,Senior Staff,1994-03-09,9999-01-01
264649,Kwee,Benantar,F,1988-12-28,82054,Senior Staff,2001-03-23,9999-01-01
220904,Kwee,Boudaillier,F,1985-05-25,40000,Technique Leader,1993-02-08,9999-01-01
255044,Kwee,Conry,M,1988-10-21,86810,Staff,1998-06-27,9999-01-01
491813,Kwee,Cronau,M,1987-10-22,61892,Senior Engineer,1997-08-25,9999-01-01
498478,Kwee,Feldmann,F,1988-08-11,56688,Senior Staff,1997-08-11,9999-01-01
453926,Kwee,Ginneken,F,1986-12-11,45183,Senior Engineer,2001-08-28,9999-01-01
231062,Kwee,Godskesen,F,1987-08-13,40000,Staff,1998-01-12,9999-01-01
466299,Kwee,Greenaway,M,1987-06-20,63180,Staff,1995-05-11,9999-01-01
43854,Kwee,Lally,F,1986-07-11,47416,Senior Staff,2000-07-31,9999-01-01
276245,Kwee,Merks,M,1987-04-11,40000,Senior Engineer,1994-04-11,9999-01-01
414770,Kwee,Oberman,F,1986-09-07,43293,Senior Engineer,1993-09-07,9999-01-01
95283,Kwee,Peak,M,1987-07-22,47865,Senior Staff,1991-05-21,9999-01-01
96599,Kwee,Salverda,M,1986-08-01,40000,Senior Engineer,2002-08-01,9999-01-01
91150,Kwee,Schaad,F,1987-11-03,74637,Senior Staff,1998-12-08,9999-01-01
75253,Kwee,Schaar,F,1988-12-21,40000,Senior Engineer,1995-12-22,9999-01-01
10066,Kwee,Schusler,M,1986-02-26,69736,Senior Engineer,1998-02-25,9999-01-01
218580,Kwee,Speek,M,1987-10-24,40000,Engineer,2000-01-23,9999-01-01
241145,Kwee,Sundgren,M,1987-08-10,55895,Senior Staff,1995-10-05,9999-01-01
36788,Kwee,Ulupinar,F,1985-06-02,40000,Senior Engineer,2000-08-30,9999-01-01
103586,Kwee,Veevers,F,1987-04-07,42217,Engineer,1995-04-07,9999-01-01
426519,Kwee,Wossner,M,1986-03-07,46865,Senior Staff,1994-03-07,9999-01-01
441188,Kwee,Zaumen,F,1985-10-05,47525,Senior Engineer,1988-04-19,9999-01-01
242404,Kwee,Zumaque,M,1985-03-09,51891,Senior Engineer,1985-03-09,9999-01-01
294719,Kwok,Aloisi,M,1988-03-07,50308,Senior Engineer,1996-03-07,9999-01-01
88089,Kwok,Alpin,M,1986-11-15,59990,Senior Engineer,1987-05-02,9999-01-01
97925,Kwok,Beeson,M,1987-06-01,43149,Senior Engineer,1996-05-31,9999-01-01
57756,Kwok,Ghalwash,F,1988-07-27,40000,Senior Staff,1995-07-28,9999-01-01
240135,Kwok,Gien,F,1985-09-06,41527,Senior Engineer,1995-10-23,9999-01-01
202083,Kwok,Heinisuo,F,1986-04-11,40000,Senior Staff,1994-04-11,9999-01-01
412155,Kwok,Hiraishi,F,1986-02-06,66439,Senior Engineer,1993-02-06,9999-01-01
45402,Kwok,Liesche,M,1987-02-17,40000,Staff,1998-01-25,9999-01-01
68199,Kwok,Litzkow,M,1988-08-23,69041,Senior Engineer,1992-03-23,9999-01-01
14257,Kwok,Massonet,F,1988-06-17,40000,Staff,1998-02-04,9999-01-01
416552,Kwok,Nyrup,F,1988-11-18,40000,Senior Staff,1996-11-18,9999-01-01
246549,Kwok,Picel,M,1987-09-09,40000,Senior Staff,1992-02-05,9999-01-01
208956,Kwok,Plump,M,1987-04-19,50842,Senior Staff,1993-10-17,9999-01-01
213592,Kwok,Schaaf,F,1988-11-04,45064,Engineer,1995-05-19,9999-01-01
481995,Kwok,Snyers,M,1985-03-24,40000,Engineer,1995-12-12,9999-01-01
423412,Kwok,Spelt,M,1985-03-17,40000,Senior Engineer,1993-03-17,9999-01-01
224456,Kwok,Stasinski,M,1985-04-05,51146,Senior Staff,1996-07-07,9999-01-01
15480,Kwok,Trogemann,M,1985-04-07,47645,Senior Engineer,1999-04-29,9999-01-01
404316,Kwun,Bahr,M,1986-06-15,40000,Senior Engineer,1986-06-15,9999-01-01
299588,Kwun,Bazzichi,M,1985-12-12,58572,Engineer,1995-11-06,9999-01-01
54758,Kwun,Butner,M,1988-10-13,40000,Senior Staff,1996-06-18,9999-01-01
106417,Kwun,Clouatre,M,1988-08-03,40000,Senior Staff,2002-07-06,9999-01-01
105587,Kwun,Demri,F,1987-01-04,40000,Senior Engineer,1995-01-31,9999-01-01
94815,Kwun,Dusink,F,1986-07-14,46691,Technique Leader,1986-07-14,9999-01-01
212946,Kwun,Eiter,M,1988-03-28,40000,Senior Staff,1997-03-28,9999-01-01
406457,Kwun,Farrag,M,1987-02-15,40000,Senior Engineer,2000-09-27,9999-01-01
470336,Kwun,Farrel,F,1986-05-14,43140,Engineer,1996-11-12,9999-01-01
427156,Kwun,Herbst,M,1985-05-15,81361,Staff,1993-08-24,9999-01-01
61315,Kwun,Kalloufi,F,1986-01-06,78862,Senior Staff,1993-01-06,9999-01-01
77414,Kwun,Lienhardt,M,1986-04-17,40801,Senior Engineer,2001-05-29,9999-01-01
284876,Kwun,Lorys,F,1988-10-20,55392,Engineer,2001-06-06,9999-01-01
83055,Kwun,Luon,M,1988-12-10,50006,Staff,1999-06-02,9999-01-01
470507,Kwun,McAlpine,F,1986-06-19,67971,Senior Staff,1994-03-04,9999-01-01
478914,Kwun,Munro,F,1987-05-22,40000,Senior Staff,1997-10-03,9999-01-01
93130,Kwun,Neimat,M,1985-05-05,90388,Senior Staff,1999-11-28,9999-01-01
490875,Kwun,Peyn,F,1985-11-13,77073,Staff,1994-02-07,9999-01-01
109389,Kwun,Pramanik,F,1987-07-08,82117,Senior Staff,1999-06-23,9999-01-01
419783,Kwun,Puppo,M,1988-08-31,52786,Senior Staff,1995-09-01,9999-01-01
459228,Kwun,Reinhard,F,1988-07-24,40000,Senior Engineer,1998-06-16,9999-01-01
270822,Kwun,Rodier,F,1987-08-31,40515,Senior Staff,2001-08-21,9999-01-01
23347,Kwun,Rosaz,F,1988-07-21,71668,Senior Engineer,2000-09-23,9999-01-01
494375,Kwun,Shackell,M,1987-09-03,53523,Senior Engineer,1994-09-03,9999-01-01
284360,Kwun,Sommen,F,1986-10-28,49745,Technique Leader,1988-10-08,9999-01-01
478379,Kwun,Srimani,M,1986-05-20,47855,Senior Engineer,1987-05-16,9999-01-01
70350,Kwun,Swen,M,1988-12-30,40000,Senior Staff,1993-12-30,9999-01-01
441506,Kwun,Underwood,M,1985-02-08,40000,Engineer,1994-02-08,9999-01-01
217434,Kwun,Unno,M,1988-06-09,48867,Senior Engineer,1996-06-09,9999-01-01
231879,Kyoichi,Acton,M,1985-03-17,61900,Senior Engineer,1996-06-10,9999-01-01
477366,Kyoichi,Azadmanesh,M,1986-10-04,61548,Engineer,1998-06-19,9999-01-01
13186,Kyoichi,Barbanera,M,1986-04-29,93138,Senior Staff,1995-04-29,9999-01-01
292114,Kyoichi,Boreale,M,1986-01-21,46615,Senior Staff,1990-04-20,9999-01-01
492243,Kyoichi,Chorvat,F,1986-06-04,40000,Engineer,1999-05-04,9999-01-01
73207,Kyoichi,Domenig,M,1986-01-16,40000,Technique Leader,1987-11-15,9999-01-01
79668,Kyoichi,Eterovic,F,1985-03-01,40000,Technique Leader,1991-02-04,9999-01-01
459692,Kyoichi,Flasterstein,F,1986-07-09,71777,Staff,1999-02-09,9999-01-01
438519,Kyoichi,Fortenbacher,M,1988-07-23,72418,Senior Engineer,1994-07-23,9999-01-01
250068,Kyoichi,Ghemri,M,1988-01-07,78666,Senior Staff,1994-01-06,9999-01-01
231740,Kyoichi,Gustavson,F,1987-09-01,72876,Senior Staff,1995-09-01,9999-01-01
472990,Kyoichi,Hitomi,M,1985-05-07,72260,Senior Staff,1991-10-13,9999-01-01
236168,Kyoichi,Hopewell,F,1988-11-22,50730,Senior Engineer,1995-11-23,9999-01-01
471633,Kyoichi,Jervis,M,1985-08-30,82545,Senior Staff,1990-08-30,9999-01-01
96724,Kyoichi,Litzler,M,1985-03-13,65437,Senior Engineer,1988-09-19,9999-01-01
409726,Kyoichi,Makrucki,M,1986-05-08,40000,Senior Engineer,1994-05-08,9999-01-01
233253,Kyoichi,Merli,M,1988-11-21,45847,Senior Engineer,1994-11-21,9999-01-01
289626,Kyoichi,Pardalos,M,1987-12-31,50421,Senior Staff,1994-12-31,9999-01-01
422046,Kyoichi,Parfitt,F,1988-05-30,68434,Senior Engineer,1994-11-16,9999-01-01
28794,Kyoichi,Peron,M,1987-03-15,40000,Senior Engineer,1995-03-15,9999-01-01
85463,Kyoichi,Picht,F,1988-10-11,44467,Engineer,1996-02-03,9999-01-01
467020,Kyoichi,Provine,F,1985-02-05,40000,Senior Engineer,1992-02-06,9999-01-01
100333,Kyoichi,Radivojevic,M,1987-03-25,54918,Assistant Engineer,1996-11-27,9999-01-01
248755,Kyoichi,Ranka,F,1986-07-24,45761,Technique Leader,1986-10-23,9999-01-01
433936,Kyoichi,Reeken,F,1988-10-08,40000,Senior Engineer,1995-10-09,9999-01-01
296393,Kyoichi,Remmele,F,1986-10-21,40000,Senior Engineer,1998-06-01,9999-01-01
291286,Kyoichi,Speek,F,1986-03-16,51808,Senior Engineer,1993-03-16,9999-01-01
35589,Kyoichi,Trystram,F,1986-01-13,49962,Senior Engineer,1995-01-13,9999-01-01
55068,Kyoichi,Wielonsky,F,1986-05-14,63460,Assistant Engineer,1999-03-03,9999-01-01
259898,Lakshmi,Angel,M,1985-12-25,55327,Engineer,1999-02-03,9999-01-01
437596,Lakshmi,Assaf,M,1988-01-24,50194,Senior Engineer,1995-01-24,9999-01-01
292281,Lakshmi,Bardell,F,1985-04-24,66114,Staff,1996-11-10,9999-01-01
10878,Lakshmi,Deville,M,1988-02-25,72102,Staff,1997-04-25,9999-01-01
42591,Lakshmi,Eppinger,M,1986-07-30,51629,Senior Engineer,2001-10-13,9999-01-01
487659,Lakshmi,Fadgyas,F,1988-01-19,60485,Senior Engineer,2001-11-29,9999-01-01
281606,Lakshmi,Farris,F,1988-09-22,60399,Senior Staff,1994-09-22,9999-01-01
46730,Lakshmi,Flexer,F,1988-09-26,40000,Senior Engineer,1996-09-26,9999-01-01
87751,Lakshmi,Frolund,M,1985-06-28,55495,Senior Staff,1990-06-28,9999-01-01
43447,Lakshmi,Gente,M,1988-04-09,66055,Senior Engineer,1996-09-23,9999-01-01
299378,Lakshmi,Gerlach,M,1985-04-25,51616,Senior Engineer,1990-04-25,9999-01-01
86984,Lakshmi,Kawashima,F,1986-03-07,48791,Senior Engineer,1995-06-17,9999-01-01
30148,Lakshmi,Linnainmaa,F,1986-04-24,68284,Senior Staff,1993-08-10,9999-01-01
281347,Lakshmi,Luby,F,1985-12-27,49492,Senior Engineer,1992-12-27,9999-01-01
283538,Lakshmi,Luders,F,1987-08-23,40000,Technique Leader,1994-12-16,9999-01-01
256163,Lakshmi,Mamelak,F,1985-04-11,40000,Senior Staff,1994-04-24,9999-01-01
